id,created_at,text
6.97E+17,2/8/16 1:32,b'dang this halftime show would have been so hype if this was 2008'
6.96E+17,2/6/16 3:32,b'Tryin to remember which gang affiliation your bball players have&gt;&gt;&gt;&gt;&gt;&gt;&gt; #JustOlatheEastThings'
6.96E+17,2/6/16 3:19,b'man all these cops getting called to a school event reminds me of my PT days\xf0\x9f\x98\x8c #senti #memories #FreeMalik'
6.95E+17,2/3/16 4:15,b'RT : *does molly once* '
6.95E+17,2/2/16 14:58,"b'""so Mr. Groundhog, is spring coming early this year?!""\n\nGroundhog: idk why don\'t u ask the 38.2 billion metric tons of fossil fuels u burned'"
6.94E+17,2/2/16 5:38,b'RT : im emailing your girl'
6.94E+17,2/2/16 4:00,"b""BREAKING NEWS: Martin O'Malley has dropped out of the Presidential race\n\nMORE BREAKING NEWS: Martin O'Malley was in the Presidential race"""
6.94E+17,1/31/16 4:21,"b""RT : ugh i'm still writing 4/20/15 on all my papers"""
6.93E+17,1/28/16 6:47,b'RT : kanye and wiz twitter fight is almost better than the gluten twitter fight'
6.92E+17,1/26/16 18:50,"b'RT : we do sometimes, about gluten '"
6.90E+17,1/20/16 17:21,"b'""haha wow the video announcements look like they might be kinda good 2day""\n*rap about Martin Luther King starts*\n""ahhhh nvm, mayb next week""'"
6.90E+17,1/20/16 2:52,b'forget about the melting ice caps and all that crap IF WE DONT FIX GLOBAL WARMING QUICKLY SNOW DAYS WILL BE A THING OF THE PAST!!!!!!!!!'
6.90E+17,1/19/16 20:14,b'anyone wanna race me home'
6.89E+17,1/17/16 0:54,b'aye girl are you the Chiefs cuz you look like you could show me a good time then lead me on &amp;break my heart everyday for the rest of my life'
6.87E+17,1/12/16 5:32,b'does this mean I can start hunting them again '
6.84E+17,1/4/16 20:40,b' have you tried calling it'
6.84E+17,1/3/16 4:46,"b'regular ""honest DMs"" are boring, so like this for an honest DM written n the form of a poem. I will do 100% of these, doesn\'t matter who u r'"
6.82E+17,12/28/15 20:12,b'IVE HEARD FROM MULTIPLE SOURCES THAT SNOW IS UPON US. GRAB YOUR WEAPONS. RALLY THE DISTRICTS. START THE REVOLUTION '
6.80E+17,12/25/15 6:10,"b'girls r tweeting ""I bet I\'m on the naughty list this year\xf0\x9f\x98\x8f\xf0\x9f\x98\x88"" like its somethin to b proud of..\n\nWHY WOULD U B PROUD OF GETTIN A LUMP OF COAL'"
6.80E+17,12/25/15 5:20,"b""RT : hearing the lil wayne lighter spark on a track is like hearing santa's footsteps on ur roof"""
6.80E+17,12/25/15 4:48,b'but what if Santa is gluten free\xf0\x9f\x91\x80\xf0\x9f\x8d\xaa'
6.80E+17,12/25/15 3:56,b'RT : What a beautiful Christmas Eve night sky: '
6.79E+17,12/20/15 21:48,b'when you finally get the toy you asked Santa for '
6.78E+17,12/19/15 6:51,b'RT : dont talk to me until ive had my morning molly'
6.78E+17,12/18/15 17:50,"b""RT : STAR WARS SPOILER: ok now that the nerds stopped reading, my parents are outta town and i'm throwin a party. my brother's\xe2\x80\xa6"""
6.78E+17,12/18/15 5:06,"b""RT : Sloppy Toppy from Travi$ Scott and Migos is better than like half of the Beatles discography it's not even close lmao"""
6.78E+17,12/18/15 4:49,b'\xf0\x9f\x8d\x9e '
6.77E+17,12/17/15 2:30,b'which one is most likely to abandon you when you need them most'
6.76E+17,12/14/15 2:45,b'when I try to dab '
6.75E+17,12/11/15 5:36,"b""RT : Gluten can't melt steel beams"""
6.75E+17,12/11/15 5:36,b'RT : #HenryCannonForPresident'
6.75E+17,12/11/15 5:34,b'RT : gluten and chill?'
6.75E+17,12/11/15 5:34,"b""RT : But without gluten we wouldn't have cakes\xf0\x9f\x91\x80"""
6.75E+17,12/11/15 5:24,"b""But I was the one who... But earlier you were... alright I'm done\xf0\x9f\x98\x82 """
6.75E+17,12/11/15 5:23,"b"" you're the only one who decided to start talking about anything more than freakin gluten man just chill it'll be ok"""
6.75E+17,12/11/15 5:22,"b'WHAT IS IT ABOUT THEN\xf0\x9f\x98\xad\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82dang, and I thought I was the one takin gluten too seriously\xf0\x9f\x98\x82 '"
6.75E+17,12/11/15 5:20,b'Twitter beef is best consumed between two large pieces of gluten-free bread'
6.75E+17,12/11/15 5:19,"b'MAN OBVIOUSLY NO ONE WOULD SQUARE UP WE\'RE TALKING ABOUT GLUTEN RIGHT NOW\xf0\x9f\x98\x82 U WANT 2 ""SQUARE UP"" OVER GLUTEN?!?!\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 '"
6.75E+17,12/11/15 5:15,b'RT : #GlutenLivesMatter'
6.75E+17,12/11/15 5:15,"b""RT :  I don't know one person who would BRAG about having to be gluten free...."""
6.75E+17,12/11/15 5:14,b'RT : Just sittin back chowing and watching '
6.75E+17,12/11/15 5:14,b'RT : Hahahahahaha gluten. Wow. Of all the things....'
6.75E+17,12/11/15 5:12,b'RT :  *their'
6.75E+17,12/11/15 5:05,b'how r ppl ok w/ putting down those with a disease?! smh its this white-BREAD privilege that is ruining America\xf0\x9f\x98\x92 #Equality4AllSmallIntestines'
6.75E+17,12/11/15 4:59,b'wow Twitter has certainly gone aRYE tonight... I wish people were BREAD better than this... some people just get so SOUR-DOUGH :/'
6.75E+17,12/11/15 4:56,"b""RT : But u have to feel bad for ppl who can't eat bread:'("""
6.75E+17,12/11/15 4:51,b'RT : Can we all just break bread and agree.'
6.75E+17,12/11/15 4:51,"b""RT : Twitter fights are still dope even when they're about gluten"""
6.75E+17,12/11/15 4:51,b'RT : gluten'
6.75E+17,12/11/15 4:51,"b""RT : I've never been more hype about gluten in my life #glutenislife"""
6.75E+17,12/11/15 4:49,"b""man people are gonna think I hate bread now or something...\xf0\x9f\x98\xaa\xf0\x9f\x8d\x9e I'm all for bread with gluten, I'm just sayin that #AllSmallIntestinesMatter"""
6.75E+17,12/11/15 4:46,b'RT : OEXC C-Team leads the nation in number of athletes blocked on Twitter by their own Athletic Director \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
6.75E+17,12/11/15 4:45,"b""RT : At yeast twitter isn't boring tonight \xf0\x9f\x8d\x9e"""
6.75E+17,12/11/15 4:45,b'RT : The fact that people are Twitter fighting over gluten rn has me extremely weak'
6.75E+17,12/11/15 4:40,"b"" man you already know I've been jongin the stress away tonight\xf0\x9f\x91\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82"""
6.75E+17,12/11/15 4:38,b'RT : wow I love fights about wheat'
6.75E+17,12/11/15 4:37,b'RT : \xf0\x9f\x8d\x9e'
6.75E+17,12/11/15 4:33,b'RT : Dick Cheney made money off the gluten Twitter war'
6.75E+17,12/11/15 4:27,"b"" she blocked me a while ago, don't feel bad... when you start preachin on the dangers of gluten, people start hatin"""
6.75E+17,12/11/15 4:23,b'RT :     1v1 quick scopes on rust. Only way to solve this'
6.75E+17,12/11/15 4:14,"b""1. I don't need an A im already accepted into college\n2. what does this have to do w/ anything?\n3. repeat question 2 """
6.75E+17,12/11/15 4:08,"b""what\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 you're makin actually no sense rn, idk what my B+ in stats (and A last quarter) has to do with this..?\xf0\x9f\x98\x82  """
6.75E+17,12/11/15 3:59,"b""RT :   that's an ad hominem bud... Attack the argument not the person #NoLogicJustBias"""
6.75E+17,12/11/15 3:58,"b' sounds like a fun night, they are a quality news show'"
6.75E+17,12/11/15 3:56,"b""  for some people with the disease tho, it really is more than a small thing, it's a life they're forced live"""
6.75E+17,12/11/15 3:55,"b"" hahaha dang ur the one who needs to calm down!\xf0\x9f\x98\x82I'm not offended, nor gluten free, but I know people who are both"""
6.75E+17,12/11/15 3:53,"b""  I'm not offended at all, but I know people who were. tell gluten-free people they're stupid, not me"""
6.75E+17,12/11/15 3:52,b'RT : new topic in the next presidential debate: do gluten free lives matter or are they just high maintenance? #SMALLINTESTINE\xe2\x80\xa6'
6.75E+17,12/11/15 3:51,"b"" don't be afraid to  me pal, it's not that scary. I'm just standing up for those who feel attacked. have u never done this?"""
6.75E+17,12/11/15 3:49,"b'all jokes aside, I\'ve actually had multiple celiac victims tell me they don\'t like the ""high-maintenance"" stereotype society puts on them'"
6.75E+17,12/11/15 3:38,b'I DOUGH not even know what is goin on anymore these days... '
6.75E+17,12/11/15 3:34,"b""I'm sorry I had to RISE to the occasion, I just feel like I KNEAD to help those who can't enjoy bread. it was the YEAST I could do for them"""
6.75E+17,12/11/15 3:29,b' I will defend all who have specific bread needs and are afflicted by the social implications imposed #SmallIntestinesHaveFeelings'
6.75E+17,12/11/15 3:27,"b' but the tweet didn\'t specify that at all. so many diseased ppl feel bad about feeling ""high-maintenance"" this didn\'t help'"
6.75E+17,12/11/15 3:24,"b'  so because ur not offended, you can speak for those who are?'"
6.75E+17,12/11/15 3:23,b'MAN IMA DEFEND PEOPLE WHO CANT EAT BREAD TILL THE DAY I DIE. THERE IS NO TOPIC I CARE ABOUT MORE! #SMALLINTESTINEMATTER'
6.75E+17,12/11/15 3:22,"b' ""high-maintenance"" is an insult regardless...? not sure how I was supposed to ""obviously"" guess an extremely specific situation'"
6.75E+17,12/11/15 3:17,"b"" lol there is no context involved with a single tweet, and regardless of the reasoning it still isn't a great generalization"""
6.75E+17,12/11/15 3:12,"b""regardless of the reason, which wasnt clear, making general statements about diseased ppl isn't exactly a good thing """
6.75E+17,12/11/15 0:48,"b""ya or you're saying you have an incurable, life-threatening disease causing massive and inconvenient dietary changes """
6.75E+17,12/9/15 18:35,"b""I'd say todays video announcements r marginally better this week, in the same way life in prison is marginally better than the death penalty"""
6.74E+17,12/7/15 19:50,"b'""really?! u came to class without a pencil?""\nOH IM SORRY MAYBE I SHOULD\'VE STOPPED AT THE PENCIL STORE AFTER MINE RAN OUT OF LEAD LAST HOUR'"
6.74E+17,12/7/15 0:32,"b'RT : genesis 1:3\nand god said,\n""pipe it up\n(dab)\npipe it up\n(dab)\npipe it up\n(dab)\npipe it up\n(dab)\npipe it up\n(dab)\npipe it\xe2\x80\xa6'"
6.73E+17,12/4/15 5:34,"b""RT : Y'all acting like Gucci Mane didn't drop 3 albums from jail this year.  """
6.73E+17,12/4/15 5:21,"b""RT : The dawn of December 1st arrives. \nThe door of Michael Buble's cage is unlocked.\nHe flinches from the light.\nIt is time."""
6.73E+17,12/4/15 1:12,"b'RT : ""you can\'t study all the course material for your final in one night""\n\nnot until i shift into\n\nMAXIMUM OVERDRIVE https:\xe2\x80\xa6'"
6.72E+17,12/1/15 4:25,b'My Top 5 Followers:       Find Yours '
6.71E+17,11/28/15 23:24,"b""Happy bday pal\xf0\x9f\x8e\x89\xf0\x9f\x8e\x8awe've made it through 12years of school 2gether, hopefully we'll make it through stats 2gether too! """
6.71E+17,11/28/15 8:23,b'RT : thankful for ur girl'
6.70E+17,11/28/15 3:25,"b""RT : Henry and Hannah are dating and made out at Scooter's"""
6.70E+17,11/27/15 0:06,b' especially pie.'
6.70E+17,11/27/15 0:00,b'mashed potatoes are more of a condiment than side dish to be honest like I just put them on everything then throw a layer of gravy over that'
6.70E+17,11/26/15 21:31,b'RT : I slept in till noon because the pilgrims never had alarm clocks. Honor thy past.'
6.70E+17,11/26/15 18:30,b' did I stutter'
6.70E+17,11/26/15 18:14,b'IM THANKFUL4 CHRISTOPHER COLUMBUS&amp;EVERY SINGLE PILGRIM&amp;THE NATIVE AMERICANS ITS THANKSGIVING&amp;IM THANKFUL4 EVERY1WHO HELPED MAKE THIS COUNTRY'
6.69E+17,11/25/15 7:42,b'RT : how to draw a thanksgiving pancake '
6.69E+17,11/25/15 7:09,b'RT : The beat go off? '
6.69E+17,11/24/15 0:11,"b'stats is like riding a bike. it looks hard but is actually pretty easy\xe2\x80\x94until u get cocky, stop paying attention, &amp;then ride off a cliff &amp;die'"
6.67E+17,11/17/15 16:46,b'RT : take cough syrup when you have a cough\ntake maple syrup when you have the maples'
6.65E+17,11/13/15 2:37,"b'*at a family gathering*\n""whats ur major? what school r u goin 2? what job do u want? r u high right now? do u ever get nervous? r u single?""'"
6.64E+17,11/9/15 2:38,b'8:33 a.m. -Our bus leaves bright and early for the parade.\n\n10:36 a.m. -We find a place to watch the\xe2\x80\xa6 '
6.63E+17,11/8/15 20:15,b'RT : I literally peed.\n\n'
6.63E+17,11/7/15 21:57,"b""RT : sorry i hit the quan at your son's baptism"""
6.63E+17,11/6/15 19:06,b'when the squad ditches school to show up to a middle school dodgeball tournament '
6.62E+17,11/6/15 0:48,"b'""I want 2 use more than 140 characters""\nTwitter:well now we have likes instead of favorites!\n""but I wanted\xe2\x80\x94""\nTwitter:DID I ASK WHAT U WANTED'"
6.62E+17,11/4/15 3:18,b' dear God u should be ashamed of urself for this pun please delete ur Twitter'
6.62E+17,11/4/15 3:16,"b""I think it's pretty clear no one LIKES this new Twitter update amiright?!"""
6.62E+17,11/4/15 2:33,"b'The Royals parade planners when they found out they prepared for about 300,000 fans but about 800,000 showed up '"
6.61E+17,11/2/15 6:23,b'the Royals after winning the World Series for the first time since 1985 '
6.61E+17,11/2/15 6:07,"b""Royals:\n1st: lol\n2nd: lol\n3rd: lol\n4th: lol\n5th: lol\n6th: lol\n7th: ok we'll try now\n8th: ok we'll actually try now\n9th: OH ITS LIT"""
6.61E+17,11/2/15 6:04,b'I remember when Royals tickets were $5 and stands were empty. so great to see a team come full circle.'
6.61E+17,11/2/15 6:03,b'THIS IS ALMOST AS HYPE AS THE TIME BILLY BUTLER STOLE A BASE'
6.61E+17,11/2/15 5:50,b'RT : Kansas City #Royals be like . . .\n\n#WorldSeries '
6.61E+17,11/2/15 5:35,b'The Royals were the best team in baseball all year and dominate in the World Series. this is amazing. I love Kansas City.'
6.61E+17,11/2/15 4:55,b'RT : is that a world series or your girls series'
6.61E+17,11/2/15 4:35,b'RT : Mets fans cheering as if having a lead actually matters.'
6.61E+17,11/1/15 21:58,b'Day Lights Savings Day the day after Halloween has got to be the most clutch holiday scheduling of all time'
6.61E+17,11/1/15 6:05,b'RT : last minute costume idea: sexy pancake'
6.59E+17,10/28/15 16:00,"b'RT : ""I am capable of amusing others and, in turn, of being amused by them."" \xe2\x80\x93  '"
6.59E+17,10/28/15 6:27,"b'*cradling my baby*\n""I will name u... Chris Young""\nwife: but its a gir\xe2\x80\x93\n""Y DONT U SHUTOUT THE METS N EXTRAS N GAME1 &amp;THEN TELL ME HOW U FEEL""'"
6.59E+17,10/28/15 5:43,b'Cant wait 2 tell my kids about the time I watched the royals win the longest World Series game in history. thats the only reason I want kids'
6.59E+17,10/28/15 3:35,"b'when the Alex Gordon monument is built, it will be 1000 feet high, made of solid gold, and built on the bones of his enemies.'"
6.59E+17,10/28/15 3:30,b'I just wet myself'
6.59E+17,10/28/15 2:00,"b""RT : I think we know who's behind the technical difficulties """
6.59E+17,10/28/15 1:44,b'RT : we are currently experiencing breakfast proficiency'
